STT,name,sec_code,stock_exchange
442,CTCP Tổng Công ty Cổ phần Địa ốc Sài Gòn,SGR,HOSE
443,CTCP Vicem Vật liệu xây dựng Đà Nẵng,DXV,HOSE
444,CTCP Victory Capital (Tên cũ: CTCP Đầu tư Hạ tầng và Đô thị Dầu khí),PTL,HOSE
445,CTCP Vinacafe Biên Hòa,VCF,HOSE
446,CTCP Vincom Retail,VRE,HOSE
447,CTCP Vàng bạc đá quý Phú Nhuận,PNJ,HOSE
448,CTCP Vĩnh Hoàn,VHC,HOSE
449,CTCP Vạn Phát Hưng,VPH,HOSE
450,CTCP Vận tải biển Việt Nam,VOS,HOSE
451,CTCP Vận tải dầu khí Thái Bình Dương,PVP,HOSE
452,CTCP Vận tải và Xếp dỡ Hải An,HAH,HOSE
453,CTCP Vận tải xăng dầu VIPCO,VIP,HOSE
454,CTCP Vận tải xăng dầu VITACO,VTO,HOSE
455,CTCP Vận tải xăng dầu đường thủy Petrolimex,PJT,HOSE
456,CTCP Vật tư - Xăng dầu (Comeco),COM,HOSE
457,CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ,TSC,HOSE
458,CTCP XNK Petrolimex,PIT,HOSE
459,CTCP XNK Thủy sản Cửu Long An Giang,ACL,HOSE
460,CTCP Xi măng VICEM Hà Tiên,HT1,HOSE
461,CTCP Xuất Nhập Khẩu Y tế Domesco,DMC,HOSE
462,CTCP Xuất nhập khẩu thủy sản Bến Tre,ABT,HOSE
463,CTCP Xây Dựng & Giao Thông Bình Dương,BCE,HOSE
464,CTCP Xây dựng 47,C47,HOSE
465,CTCP Xây dựng Coteccons,CTD,HOSE
466,CTCP Xây dựng DIC Holdings,DC4,HOSE
467,CTCP Xây dựng Phục Hưng Holdings,PHC,HOSE
468,CTCP Xây dựng số 5,SC5,HOSE
469,CTCP Xây lắp Thừa Thiên Huế,HUB,HOSE
470,CTCP chế biến gỗ Đức Thành,GDT,HOSE
471,CTCP xi măng VICEM Hải Vân,HVX,HOSE
472,CTCP Ánh Dương Việt Nam,VNS,HOSE
473,CTCP Điện Gia Lai,GEG,HOSE
474,CTCP Điện Lực Dầu Khí Nhơn Trạch 2,NT2,HOSE
475,CTCP Điện lực Khánh Hòa,KHP,HOSE
476,CTCP Đá Núi Nhỏ,NNC,HOSE
477,CTCP Đại Thiên Lộc,DTL,HOSE
478,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,TCL,HOSE
479,CTCP Đạt Phương,DPG,HOSE
480,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,VID,HOSE
481,CTCP Đầu tư - Kinh doanh Nhà,ITC,HOSE
482,CTCP Đầu tư BKG Việt Nam,BKG,HOSE
483,CTCP Đầu tư Du lịch và Phát triển thủy sản,DAT,HOSE
484,CTCP Đầu tư Dịch vụ Hoàng Huy,HHS,HOSE
485,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,TCH,HOSE
486,CTCP Đầu tư Hải Phát,HPX,HOSE
487,CTCP Đầu tư LDG,LDG,HOSE
488,CTCP Đầu tư Nhãn Hiệu Việt,ABR,HOSE
489,CTCP Đầu tư Năm Bảy Bảy,NBB,HOSE
490,CTCP Đầu tư Phát triển Công nghiệp - Thương Mại Củ Chi,CCI,HOSE
491,CTCP Đầu tư Phát triển Công nghiệp và Vận tải (TRACODI),TCD,HOSE
492,CTCP Đầu tư Sài Gòn VRG,SIP,HOSE
493,CTCP Đầu tư Sản xuất và thương mại HCD,HCD,HOSE
494,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,HAR,HOSE
495,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,VPG,HOSE
496,CTCP Đầu tư Văn Phú - Invest,VPI,HOSE
497,CTCP Đầu tư hạ tầng kỹ thuật TPHCM,CII,HOSE
498,CTCP Đầu tư iCapital,PTC,HOSE
499,CTCP Đầu tư năng lượng Trường Thịnh,TTE,HOSE
500,CTCP Đầu tư phát triển hạ tầng IDICO,HTI,HOSE
501,CTCP Đầu tư phát triển nhà và đô thị IDICO,UIC,HOSE
502,CTCP Đầu tư thương mại SMC,SMC,HOSE
503,CTCP Đầu tư thế giới di động,MWG,HOSE
504,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,KDH,HOSE
505,CTCP Đầu tư và Phát triển Cảng Đình Vũ,DVP,HOSE
506,CTCP Đầu tư và Phát triển Y tế Việt Nhật,JVC,HOSE
507,CTCP Đầu tư và Phát triển Đa quốc gia I.D.I,IDI,HOSE
508,CTCP Đầu tư và Phát triển đô thị Long Giang,LGL,HOSE
509,CTCP Đầu tư và Sản xuất Petro Miền Trung,PMG,HOSE
510,CTCP Đầu tư và Thương mại Vũ Đăng,SVD,HOSE
511,CTCP Đầu tư và Xây dựng Cấp thoát nước,VSI,HOSE
512,CTCP Đầu tư và Xây dựng HUD1,HU1,HOSE
513,CTCP Đầu tư và Xây dựng Tiền Giang,THG,HOSE
514,CTCP Đầu tư và công nghệ HVC,HVH,HOSE
515,CTCP Đầu tư và phát triển đô thị dầu khí Cửu Long,CCL,HOSE
516,CTCP Đầu tư xây dựng và Phát triển Trường Thành,TTA,HOSE
517,CTCP Đầu tư xây dựng và phát triển đô thị Thăng Long,TLD,HOSE
518,CTCP Đệ Tam,DTA,HOSE
519,CTCP địa ốc First Real,FIR,HOSE
520,CTY CỔ PHẦN KHOÁNG SẢN VÀ VẬT LIỆU XÂY DỰNG LÂM ĐỒNG,LBM,HOSE
521,CÔNG TY CP LOGISTICS VINALINK,VNL,HOSE
522,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CƯỜNG THUẬN IDICO,CTI,HOSE
523,CÔNG TY CỔ PHẦN BIBICA,BBC,HOSE
524,CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,ABS,HOSE
525,CÔNG TY CỔ PHẦN GIỐNG CÂY TRỒNG MIỀN NAM,SSC,HOSE
526,CÔNG TY CỔ PHẦN HALCOM VIỆT NAM,HID,HOSE
527,CÔNG TY CỔ PHẦN KỸ NGHỆ ĐÔ THÀNH,DTT,HOSE
528,CÔNG TY CỔ PHẦN KỸ THUẬT VÀ Ô TÔ TRƯỜNG LONG,HTL,HOSE
529,CÔNG TY CỔ PHẦN LOGISTICS VICEM,HTV,HOSE
530,CÔNG TY CỔ PHẦN MINH HƯNG QUẢNG TRỊ,GMH,HOSE
531,CÔNG TY CỔ PHẦN MIỀN ĐÔNG,MDG,HOSE
532,CÔNG TY CỔ PHẦN NAM VIỆT,NAV,HOSE
533,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH,GIL,HOSE
534,CÔNG TY CỔ PHẦN SỮA VIỆT NAM,VNM,HOSE
535,CÔNG TY CỔ PHẦN TCO HOLDINGS,TCO,HOSE
536,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT,HOSE
537,CÔNG TY CỔ PHẦN THÉP VICASA - VNSTEEL,VCA,HOSE
538,CÔNG TY CỔ PHẦN THỦY ĐIỆN HỦA NA,HNA,HOSE
539,CÔNG TY CỔ PHẦN THỰC PHẨM SAO TA,FMC,HOSE
540,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,PC1,HOSE
541,CÔNG TY CỔ PHẦN VIETTRONICS TÂN BÌNH,VTB,HOSE
542,CÔNG TY CỔ PHẦN VINPEARL,VPL,HOSE
543,CÔNG TY CỔ PHẦN Ô TÔ TMT,TMT,HOSE
544,CÔNG TY CỔ PHẦN ĐIỆN LỰC GELEX,GEE,HOSE
545,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,HHV,HOSE
546,CÔNG TY CỔ PHẦN ĐẦU TƯ TÀI SẢN KOJI,KPF,HOSE
547,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG 3-2,C32,HOSE
548,CÔNG TY CỔ PHẦN ĐỊA ỐC SÀI GÒN THƯƠNG TÍN,SCR,HOSE
549,Công Ty CP Khoáng sản và Xây dựng Bình Dương,KSB,HOSE
550,Công Ty Cổ Phần Bất động sản và Đầu tư VRC,VRC,HOSE
551,Công Ty Cổ Phần Cao su Bến Thành,BRC,HOSE
552,Công Ty Cổ Phần Dược Phẩm OPC,OPC,HOSE
553,Công Ty Cổ Phần Rạng Đông Holding,RDP,HOSE
554,Công Ty Cổ Phần S.P.M.,SPM,HOSE
555,Công Ty Cổ Phần Transimex,TMS,HOSE
556,Công Ty Cổ Phần Tập Đoàn 911,NO1,HOSE
557,Công Ty Cổ Phần Đại Lý Vận Tải SAFI,SFI,HOSE
558,Công Ty Cổ phần Công nghiệp Cao su Miền Nam,CSM,HOSE
559,Công ty CP Camimex Group,CMX,HOSE
560,Công ty CP Dược phẩm Imexpharm,IMP,HOSE
561,Công ty CP Giống bò sữa Mộc Châu,MCM,HOSE
562,Công ty CP Nafoods Group,NAF,HOSE
563,Công ty CP Phát triển Đô thị Công nghiệp Số 2,D2D,HOSE
564,Công ty CP Pin Ắc quy Miền Nam,PAC,HOSE
565,Công ty CP SAM Holdings,SAM,HOSE
566,Công ty CP Đầu tư Cầu đường CII,LGC,HOSE
567,Công ty CP Đầu tư Nam Long,NLG,HOSE
568,Công ty Cổ Phần Bóng đèn Phích nước Rạng Đông,RAL,HOSE
569,Công ty Cổ Phần Bóng đèn Điện Quang,DQC,HOSE
570,Công ty Cổ Phần Chương Dương,CDC,HOSE
571,Công ty Cổ phần Bao Bì Biên Hòa,SVI,HOSE
572,Công ty Cổ phần Bất động sản Thế Kỷ,CRE,HOSE
573,Công ty Cổ phần Cao su Sao vàng,SRC,HOSE
574,Công ty Cổ phần Cao su Thống Nhất,TNC,HOSE
575,Công ty Cổ phần Cao su Đồng Phú,DPR,HOSE
576,Công ty Cổ phần Cảng Cát Lái,CLL,HOSE
577,Công ty Cổ phần Damsan,ADS,HOSE
578,Công ty Cổ phần Du lịch Thành Thành Công,VNG,HOSE
579,Công ty Cổ phần FPT,FPT,HOSE
580,Công ty Cổ phần Lizen,LCG,HOSE
581,Công ty Cổ phần Nhựa Hà Nội,NHH,HOSE
582,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAF,HOSE
583,Công ty Cổ phần Phân bón Dầu khí Cà Mau,DCM,HOSE
584,Công ty Cổ phần Quốc tế Sơn Hà,SHI,HOSE
585,Công ty Cổ phần ROX Key Holdings,TN1,HOSE
586,Công ty Cổ phần SJ Group,SJS,HOSE
587,Công ty Cổ phần Thủy điện Miền Nam,SHP,HOSE
588,Công ty Cổ phần Traphaco,TRA,HOSE
589,Công ty Cổ phần Tư vấn Xây dựng Điện 2,TV2,HOSE
590,Công ty Cổ phần Tập Đoàn ST8,ST8,HOSE
591,Công ty Cổ phần Tập đoàn ASG,ASG,HOSE
592,Công ty Cổ phần Tập đoàn F.I.T,FIT,HOSE
593,Công ty Cổ phần Tập đoàn GELEX,GEX,HOSE
594,Công ty Cổ phần Tập đoàn HAPACO,HAP,HOSE
595,Công ty Cổ phần Tập đoàn TNT,TNT,HOSE
596,Công ty Cổ phần Tập đoàn Thành Nam,TNI,HOSE
597,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,CKG,HOSE
598,Công ty Cổ phần Tập đoàn kỹ nghệ gỗ Trường Thành,TTF,HOSE
599,Công ty Cổ phần Tập đoàn Đại Dương,OGC,HOSE
600,Công ty Cổ phần Tập đoàn Đất Xanh,DXG,HOSE
601,Công ty Cổ phần VINHOMES,VHM,HOSE
602,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,GSP,HOSE
603,Công ty Cổ phần công nghệ - viễn thông ELCOM,ELC,HOSE
604,Công ty Cổ phần Đông Hải Bến Tre,DHC,HOSE
605,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,ACC,HOSE
606,Công ty Tài chính cổ phần Điện lực,EVF,HOSE
607,Công ty cổ phần Chế biến Nông sản Hồng Hà Sơn La,HSL,HOSE
608,Công ty cổ phần Create Capital Việt Nam,CRC,HOSE
609,Công ty cổ phần Cát Lợi,CLC,HOSE
610,Công ty cổ phần Cảng Quy Nhơn,QNP,HOSE
611,Công ty cổ phần Dược phẩm Cửu Long,DCL,HOSE
612,Công ty cổ phần FECON,FCN,HOSE
613,Công ty cổ phần HHP GLOBAL,HHP,HOSE
614,Công ty cổ phần Hóa An,DHA,HOSE
615,Công ty cổ phần Hóa chất cơ bản miền Nam,CSV,HOSE
616,Công ty cổ phần Lilama 10,L10,HOSE
617,Công ty cổ phần Sản xuất và Đầu tư Hoàng Gia,RYG,HOSE
618,Công ty cổ phần TEST,CTES,HOSE
619,Công ty cổ phần TM-XNK Thiên Nam,TNA,HOSE
620,Công ty cổ phần Thủy điện Miền Trung,CHP,HOSE
621,Công ty cổ phần Tập đoàn Everland,EVG,HOSE
622,Công ty cổ phần Tập đoàn giống cây trồng Việt Nam,NSC,HOSE
623,Công ty cổ phần Viễn thông - Tin học Bưu điện,ICT,HOSE
624,Công ty cổ phần Y Dược phẩm Vimedimex,VMD,HOSE
625,Công ty cổ phần cao su Phước Hòa,PHR,HOSE
626,Công ty cổ phần nước - môi trường bình dương,BWE,HOSE
627,Công ty cổ phần thương mại & khai thác khoáng sản Dương Hiếu,DHM,HOSE
628,Công ty cổ phần Đầu tư và Phát triển Bất động sản An Gia,AGG,HOSE
629,Ngân hàng TMCP Bưu điện Liên Việt,LPB,HOSE
630,Ngân hàng TMCP Công thương Việt Nam,CTG,HOSE
631,Ngân hàng TMCP Cổ phần Á Châu,ACB,HOSE
632,Ngân hàng TMCP Hàng Hải Việt Nam,MSB,HOSE
633,Ngân hàng TMCP Kỹ thương Việt Nam,TCB,HOSE
634,Ngân hàng TMCP Nam Á,NAB,HOSE
635,Ngân hàng TMCP Ngoại thương Việt Nam,VCB,HOSE
636,Ngân hàng TMCP Phát triển Tp. Hồ Chí Minh (HDBank),HDB,HOSE
637,Ngân hàng TMCP Phương Đông,OCB,HOSE
638,Ngân hàng TMCP Quân đội,MBB,HOSE
639,Ngân hàng TMCP Quốc Tế Việt Nam,VIB,HOSE
640,Ngân hàng TMCP Sài Gòn - Hà Nội,SHB,HOSE
641,Ngân hàng TMCP Sài Gòn Thương Tín,STB,HOSE
642,Ngân hàng TMCP Tiên Phong,TPB,HOSE
643,Ngân hàng TMCP Việt Nam Thịnh Vượng,VPB,HOSE
644,Ngân hàng TMCP Đông Nam Á,SSB,HOSE
645,Ngân hàng TMCP Đầu tư và Phát triển Việt nam,BID,HOSE
646,Ngân hàng Thương mại Cổ phần Xuất Nhập khẩu Việt Nam,EIB,HOSE
647,Tập đoàn Bảo Việt,BVH,HOSE
648,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,GVR,HOSE
649,Tập đoàn Vingroup - CTCP,VIC,HOSE
650,Tập đoàn Xăng dầu Việt Nam,PLX,HOSE
651,Tổng CTCP Bia - Rượu - Nước giải khát Hà Nội,BHN,HOSE
652,Tổng CTCP Bia - Rượu - nước giải khát Sài Gòn,SAB,HOSE
653,Tổng CTCP Bảo Minh,BMI,HOSE
654,Tổng CTCP Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIC,HOSE
655,Tổng CTCP Bảo hiểm Quân đội,MIG,HOSE
656,Tổng CTCP Công trình Viettel,CTR,HOSE
657,Tổng CTCP Dệt may Hòa Thọ,HTG,HOSE
658,Tổng CTCP Phân bón và Hóa chất Dầu khí,DPM,HOSE
659,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam (Vinaconex),VCG,HOSE
660,Tổng CTCP Xây Dựng Điện Việt Nam,VNE,HOSE
661,Tổng CTCP Đầu tư phát triển xây dựng,DIG,HOSE
662,Tổng Công Ty Cổ phần Bảo hiểm Petrolimex,PGI,HOSE
663,Tổng Công ty Cổ phần Bưu chính Viettel,VTP,HOSE
664,Tổng Công ty Gas Petrolimex - CTCP,PGC,HOSE
665,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,KBC,HOSE
666,Tổng Công ty Phát điện 3 - Công ty cổ phần,PGV,HOSE
667,Tổng Công ty cổ phần Vận tải dầu khí,PVT,HOSE
668,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,NHA,HOSE
669,Tổng công ty CP Dịch vụ Tổng Hợp Dầu Khí,PET,HOSE
670,Tổng công ty Hàng không Việt Nam - CTCP,HVN,HOSE
671,Tổng công ty Khí Việt Nam - CTCP,GAS,HOSE
672,Tổng công ty Viglacera - CTCP,VGC,HOSE
673,Tổng công ty Việt Thắng - CTCP,TVT,HOSE
674,Tổng công ty Điện lực Dầu khí Việt Nam-CTCP,POW,HOSE
675,Tổng công ty đầu tư và phát triển công nghiệp - CTCP,BCM,HOSE
